ra	dec	plx	pmra	pmdec	G	BP	RP
324.704366	56.505013	0.1313	-3.161	-3.612	14.498	15.602	13.458
324.712910	58.485867	1.1499	-4.812	-4.657	14.498	15.035	13.788
325.964576	57.463494	0.5096	-2.843	-3.643	14.499	15.095	13.737
324.596798	58.244947	1.3437	-3.946	-24.134	14.499	15.156	13.680
324.392567	57.325820	0.5050	-1.995	-2.789	14.499	14.989	13.834
323.275272	58.633906	0.3461	1.132	1.531	14.499	15.665	13.434
326.377290	57.738148	0.8942	-10.765	-2.986	14.499	15.019	13.801
322.760653	57.052262	0.5844	-2.313	-3.872	14.499	15.056	13.771
322.459819	57.609912	0.1363	-2.541	-2.047	14.499	16.318	13.229
325.009905	57.517391	0.5513	0.015	-1.160	14.500	15.096	13.746
324.326586	57.608558	0.2293	-4.455	-4.084	14.500	15.479	13.522
323.526906	58.658389	0.0919	-2.607	-2.223	14.500	16.082	13.300
326.237436	58.617938	0.3759	-1.154	-1.837	14.500	15.045	13.784
326.252296	56.557845	0.1863	-4.600	-2.915	14.501	15.856	13.368
323.462130	58.242662	0.2468	-5.846	-4.839	14.501	15.822	13.385
326.122334	57.002057	0.6582	-9.641	-7.387	14.501	15.054	13.781
323.978426	58.347333	0.9375	3.150	0.717	14.501	15.118	13.717
324.514123	57.746448	0.3335	-3.974	-6.977	14.501	15.690	13.435
323.329210	58.109923	2.5745	8.356	-1.479	14.502	15.074	13.787
323.158992	57.741674	0.7114	3.391	4.536	14.502	15.541	13.495
325.075591	57.419497	1.3870	-4.366	3.954	14.502	15.056	13.791
325.383133	57.031706	0.7404	-2.194	-3.227	14.502	14.911	13.909
327.118820	57.109511	0.4242	-0.048	-1.770	14.502	15.705	13.422
326.698947	58.239757	0.1999	-1.873	-2.909	14.503	15.802	13.393
325.961800	57.313971	1.0345	-1.005	0.837	14.503	15.005	13.546
324.441772	57.019168	0.0985	-2.375	-1.684	14.503	16.270	13.252
325.140611	58.729232	0.4117	-4.146	-5.833	14.503	15.726	13.422
326.317833	57.301814	0.7341	-0.958	-4.727	14.503	15.134	13.727
325.324219	56.611375	0.3189	-2.030	-4.276	14.503	15.710	13.422
323.890094	58.369896	0.1405	-1.588	-2.514	14.504	16.172	13.278
325.209383	57.574782	1.0841	-3.004	-4.933	14.504	14.969	13.859
324.946998	56.494506	0.4648	-9.733	-7.251	14.504	15.712	13.427
323.107314	56.806289	0.8581	-0.466	-5.413	14.504	15.274	13.635
323.990965	58.537561	2.0759	5.855	-0.842	14.504	15.106	13.759
325.412322	56.215631	0.4805	-9.959	-6.402	14.504	15.438	13.521
324.424609	58.770649	0.4119	-1.320	-2.763	14.504	15.807	13.386
326.381504	57.947623	1.2225	9.863	11.918	14.504	15.130	13.735
323.278350	58.012392	1.1389	-2.707	-3.633	14.505	15.188	13.677
324.292648	57.508389	0.5834	-0.520	-2.788	14.505	15.179	13.694
326.004447	57.460164	0.9407	2.831	-0.638	14.505	15.095	13.756
326.761160	57.472934	0.5437	-1.558	-1.729	14.505	15.081	13.763
325.328658	56.730617	0.8889	3.282	-1.084	14.506	15.108	13.751
324.858501	56.227660	0.8204	-2.171	-1.909	14.506	14.972	13.866
323.955738	57.624677	0.3661	-2.957	-2.481	14.506	15.806	13.394
323.099830	57.326071	0.7957	-6.527	-8.939	14.506	15.005	13.822
323.336893	57.452406	0.4301	0.625	-1.933	14.506	15.765	13.409
324.306207	56.508483	0.9555	-7.170	-3.899	14.507	15.187	13.697
322.716518	57.798749	0.3917	-2.137	-3.673	14.507	15.662	13.442
327.224091	57.110968	0.7985	-6.572	-6.668	14.507	15.221	13.671
326.179263	57.247982	1.4231	13.450	14.609	14.507	15.132	13.743
324.648728	56.781405	0.1462	-3.478	-3.643	14.508	15.632	13.465
322.623521	57.112301	0.3599	-8.047	-4.739	14.509	15.669	13.451
322.435445	57.677997	0.5081	-7.180	-6.010	14.509	15.645	13.461
323.252079	56.618275	1.0183	2.088	-1.144	14.509	15.232	13.670
326.798607	56.781641	0.4499	-5.425	-5.119	14.509	15.202	13.684
324.494902	57.708196	0.2834	-4.100	-2.200	14.509	15.547	13.507
323.674581	57.241234	0.3715	-3.964	-1.325	14.509	15.714	13.432
325.569600	58.206046	0.7971	-2.609	-7.418	14.509	15.056	13.798
325.136106	57.386244	0.9336	0.219	-2.622	14.509	14.964	13.875
325.813732	56.452826	0.3250	-4.087	-2.845	14.509	15.995	13.334
323.498171	57.433692	1.7359	-1.532	-0.495	14.509	15.120	13.757
323.564599	57.441200	3.6781	11.502	7.130	14.509	15.238	13.676
325.885428	57.400363	2.5876	-19.319	-19.113	14.510	15.191	13.572
323.513843	58.088254	0.9790	-3.581	-3.114	14.510	15.090	13.769
323.919796	57.335023	0.1306	-2.438	-2.922	14.510	16.277	13.256
323.751198	57.593918	0.5564	-0.554	-2.195	14.511	15.039	13.804
326.297003	58.317864	2.2428	-8.056	-5.219	14.511	15.078	13.791
324.489224	56.339582	0.4883	-1.991	-1.716	14.511	15.833	13.387
324.362107	58.863922	1.3941	2.856	-4.208	14.511	15.151	13.731
323.762340	57.905546	2.8885	-0.341	13.574	14.511	15.165	13.738
324.147343	57.806551	1.0574	3.780	0.688	14.511	15.154	13.725
323.035179	58.442603	0.3491	-3.448	-3.542	14.512	15.489	13.536
324.061582	57.313024	0.9372	-3.478	-2.835	14.512	14.998	13.844
324.517076	57.995115	0.1952	-4.242	-4.744	14.512	15.823	13.392
326.130203	57.296477	0.3696	-3.150	-0.984	14.512	15.749	13.421
326.405509	57.510845	4.8737	4.157	-18.814	14.512	15.406	13.578
325.760258	58.167925	0.4384	-6.354	-4.965	14.514	15.774	13.414
323.799385	57.286424	0.1307	-2.518	-2.017	14.514	15.711	13.440
323.353582	57.018959	0.2977	-2.520	-3.908	14.514	15.773	13.416
326.828165	57.909482	2.1230	69.471	58.175	14.514	15.075	13.790
324.421635	56.850808	0.8812	1.799	1.931	14.514	15.128	13.745
325.417094	58.499146	1.3593	-3.032	-7.373	14.515	15.050	13.814
324.362932	56.684137	0.8535	3.221	-1.104	14.515	15.041	13.816
323.290382	58.518335	0.5901	-3.275	-3.563	14.515	15.017	13.838
324.046135	58.458736	1.5058	-6.976	-0.782	14.515	15.137	13.751
322.395480	57.971945	1.8639	12.712	2.386	14.515	15.152	13.743
326.518664	58.542078	0.2852	-5.530	-4.340	14.516	15.715	13.446
324.708359	58.169524	0.7537	-6.379	-5.927	14.516	15.130	13.748
326.993677	57.770836	2.2671	0.066	-9.983	14.516	15.125	13.767
324.960288	57.309807	1.0290	-3.514	-6.248	14.516	15.008	13.856
325.043778	56.207510	0.1345	-0.800	-2.720	14.516	16.219	13.280
324.660695	56.566888	0.7441	2.829	2.381	14.516	15.111	13.762
324.049139	57.393107	0.3030	-4.617	-5.179	14.516	15.562	13.505
324.719486	58.118041	0.0948	-2.228	-2.330	14.517	16.587	13.190
323.312782	58.095268	0.1808	-4.311	-2.829	14.517	16.518	13.207
324.011478	58.002702	0.1829	-3.436	-3.812	14.517	15.895	13.376
326.365060	58.211873	0.1814	-3.330	-1.177	14.517	15.875	13.383
324.083003	58.482089	0.2382	-4.265	-3.423	14.517	15.756	13.429
325.538925	58.701914	0.2009	-1.649	-1.025	14.517	15.785	13.418
324.432942	57.118894	0.1693	-1.120	-2.169	14.517	15.679	13.453
325.027869	56.731478	0.7723	-4.176	-4.967	14.518	15.076	13.790
327.132318	57.601864	0.8324	1.213	-0.034	14.518	15.154	13.702
325.743924	58.060695	0.6012	-3.233	-3.804	14.518	15.043	13.776
326.425011	56.642127	0.6261	-2.693	-2.982	14.519	14.893	13.963
324.004586	56.334508	0.7723	8.236	5.534	14.519	15.562	13.513
326.235536	56.730474	0.1255	-2.219	-2.182	14.519	15.870	13.380
323.954388	57.204919	1.3442	1.723	0.405	14.519	15.025	13.849
323.908040	56.808935	0.7667	-1.157	-7.600	14.519	15.329	13.629
322.811413	57.573475	0.1275	-2.843	-2.064	14.519	18.586	12.932
327.239362	57.164273	0.9313	-5.133	-4.710	14.519	15.139	13.750
323.454882	56.512476	1.1083	-4.418	-7.104	14.519	15.100	13.780
322.836387	58.444050	0.9222	-3.442	-2.070	14.520	15.015	13.618
326.118200	56.975499	0.7264	-1.448	-1.261	14.520	15.073	13.786
323.853435	56.393745	0.5679	-0.183	-0.903	14.520	15.109	13.770
325.090974	56.498164	0.7606	-1.101	-0.276	14.520	15.054	13.816
325.781446	56.361398	0.5074	-5.545	-6.173	14.521	15.718	13.445
324.266443	58.190459	0.0891	-1.994	-1.754	14.521	16.306	13.264
326.005376	57.945209	0.1461	-2.198	-2.422	14.521	16.234	13.280
326.753525	56.816203	0.1555	-3.103	-2.898	14.521	16.032	13.337
324.304096	56.653163	1.7308	1.617	-2.505	14.521	15.240	13.582
323.747395	58.621029	0.3610	-2.098	-2.892	14.521	15.648	13.479
324.690645	57.199432	0.7573	-0.690	-2.336	14.522	15.092	13.791
325.606353	58.068769	0.2274	-3.390	-3.314	14.522	15.233	13.676
325.539845	57.583088	0.3841	-4.403	-3.392	14.523	16.097	13.319
324.332126	56.896061	0.8612	-4.550	-7.473	14.523	15.154	13.750
326.421343	58.094427	0.1864	-3.296	-3.057	14.523	15.110	13.771
326.164149	58.554498	0.5080	-3.250	-5.399	14.523	15.544	13.526
323.415338	58.412928	1.2446	5.297	8.156	14.523	15.168	13.688
322.793836	58.167248	0.3448	0.209	0.001	14.524	15.667	13.475
325.744375	57.619355	0.7514	2.440	-0.799	14.524	15.319	13.648
324.619952	58.220002	0.5949	-6.086	-4.368	14.525	15.473	13.560
324.571465	57.109632	0.5295	-2.729	-2.600	14.526	14.998	13.869
322.785267	58.280152	1.4074	3.583	6.500	14.526	15.055	13.617
322.891271	58.475449	1.5613	-30.307	-4.228	14.526	15.118	13.787
323.889997	56.277709	0.9059	6.883	8.846	14.526	15.688	13.470
323.279645	56.676800	1.8930	-11.435	-9.323	14.527	15.136	13.775
324.160614	56.259063	2.4163	38.634	27.265	14.527	15.196	13.735
324.613830	56.157688	2.1702	4.631	3.110	14.527	15.237	13.696
324.652489	56.174499	3.2551	21.100	9.962	14.527	15.274	13.664
324.750395	58.771503	0.4690	-0.645	-0.049	14.528	15.149	13.756
325.406883	57.930719	0.1194	-2.575	-1.426	14.528	16.199	13.304
326.407102	57.475527	1.1305	-8.651	-6.833	14.528	15.038	13.850
325.488537	56.180933	0.6300	-2.418	-5.716	14.529	15.100	13.801
324.586336	57.993230	0.4664	-1.535	-1.244	14.530	15.649	13.457
324.682508	56.191908	0.0765	-2.054	-2.445	14.530	16.170	13.314
327.157503	57.303028	0.8566	5.634	-2.158	14.530	15.215	13.713
325.035036	57.122249	1.1228	-8.354	-8.352	14.531	15.013	13.878
324.862777	57.337129	0.4918	-1.826	-1.219	14.531	14.990	13.896
325.523079	56.447574	0.7758	8.820	-0.468	14.531	15.238	13.686
325.353870	57.588347	1.3974	4.815	0.537	14.531	15.093	13.818
322.901927	57.372259	1.5486	1.329	-6.072	14.531	15.069	13.835
326.521454	57.881480	13.2124	-95.412	-187.078	14.532	16.004	13.345
325.036519	57.682029	0.5762	-1.697	-4.202	14.532	15.292	13.674
326.732061	58.080882	1.0666	-0.828	-1.168	14.532	15.187	13.745
324.354843	57.073158	0.8235	-3.519	-5.132	14.533	15.066	13.642
323.706255	58.471895	0.2398	-9.246	2.903	14.533	14.893	13.714
324.297346	58.313162	0.8982	-2.176	-2.000	14.533	15.069	13.823
323.131194	57.211975	0.1568	-3.783	-0.781	14.533	16.221	13.301
323.860998	57.152809	0.1429	-2.309	-1.806	14.533	17.177	13.110
324.077022	56.557384	0.0000	0.000	0.000	14.533	14.843	13.447
324.101712	57.419657	0.3863	-0.358	-0.438	14.533	15.496	13.563
324.614884	57.726422	0.2074	0.181	-0.940	14.533	15.833	13.420
326.048394	56.518564	0.4262	-4.447	-4.628	14.533	15.561	13.346
324.253305	57.868039	0.2386	-3.170	-3.920	14.534	15.903	13.402
325.225610	57.144842	0.9113	-6.448	-4.707	14.534	15.245	13.709
325.584044	57.418318	0.8493	-5.153	-5.107	14.534	14.994	13.893
324.521204	57.663625	1.7900	-8.782	-4.686	14.534	15.138	13.787
326.861343	56.970787	0.4875	-4.462	-1.548	14.534	15.920	13.391
325.826289	57.022982	0.1648	-3.776	-3.614	14.535	16.682	13.194
326.205204	56.571237	0.8193	-1.551	2.298	14.535	15.079	13.826
323.428727	58.544899	0.5233	-3.275	-3.885	14.536	15.180	13.749
325.580125	58.294477	0.9976	9.429	1.298	14.536	15.338	13.658
325.000666	56.572847	0.7604	-4.148	-4.669	14.536	15.029	13.858
326.843867	57.667808	0.5531	-0.693	-1.410	14.537	15.981	13.374
324.211368	57.851307	0.1772	-5.004	-1.980	14.537	15.928	13.392
325.186546	57.031092	0.6105	-6.800	-6.638	14.538	15.021	13.885
324.771707	56.762432	0.7711	-1.803	-1.607	14.538	15.070	13.824
323.399658	57.467850	1.4057	-11.749	-6.230	14.538	15.183	13.756
324.915926	57.544979	1.0733	-3.662	-3.492	14.538	14.987	13.857
324.628161	56.939352	0.2260	-4.157	-1.514	14.539	15.174	13.726
323.278100	57.705408	0.3817	0.650	-1.412	14.539	15.738	13.462
325.018840	57.569271	1.0326	-6.136	-9.801	14.539	15.090	13.829
324.731595	56.214072	0.2011	-4.012	-4.337	14.539	15.807	13.440
326.205364	57.755270	0.2737	-3.425	-5.335	14.540	16.079	13.348
322.628311	58.091273	0.1858	-1.461	-1.408	14.540	16.046	13.363
325.074204	56.425755	0.1048	-1.249	-1.547	14.540	16.186	13.307
325.366361	56.881132	0.6307	-2.857	-3.137	14.540	14.916	13.987
323.685833	58.279150	0.6853	-8.606	-7.648	14.541	14.999	13.892
326.076871	58.479687	0.4316	-2.852	-1.203	14.541	15.906	13.404
324.329699	57.340512	0.5279	-2.809	-3.302	14.542	14.960	13.923
325.918283	56.817479	1.1444	4.157	-1.579	14.542	15.163	13.773
323.170106	58.338522	0.1301	-2.941	-1.112	14.542	15.977	13.385
322.926803	57.131010	0.3110	-2.686	-3.443	14.542	15.657	13.502
324.130092	57.994511	0.1447	-0.384	-1.613	14.543	16.152	13.333
322.445604	58.078485	2.1268	27.748	4.884	14.543	15.152	13.791
323.223773	57.274352	0.2663	-4.260	-5.404	14.543	15.582	13.533
324.299677	57.382553	0.5164	-2.608	-1.258	14.543	15.070	13.849
322.883487	57.188243	0.7759	-2.395	-6.529	14.543	15.278	13.701
325.987251	58.323027	0.3800	0.558	-1.031	14.543	15.736	13.467
324.108753	56.573052	0.4082	-0.954	0.327	14.544	15.777	13.458
324.739853	57.058086	1.6784	4.350	-2.261	14.544	15.057	13.864
326.206961	56.395389	0.8630	1.289	0.781	14.544	15.040	13.870
324.023257	57.498515	0.8816	-3.123	-2.440	14.544	15.116	13.803
324.385838	57.651770	0.2007	-3.490	-3.391	14.544	15.542	13.550
326.114181	57.859612	0.4500	-4.055	-4.850	14.544	15.095	13.819
326.090322	57.763753	0.7344	-3.096	-7.240	14.544	15.088	13.831
326.553626	58.048441	0.4937	-1.603	0.007	14.544	15.111	13.807
325.177185	57.340457	0.3188	-4.997	-5.093	14.545	15.083	13.825
326.250486	58.027695	0.8136	2.196	0.146	14.545	15.305	13.682
325.871094	57.040698	0.6977	-0.095	2.311	14.545	15.040	13.874
326.405272	57.862287	0.1861	0.161	-3.050	14.545	16.011	13.378
325.690179	57.677010	0.3522	-3.564	-3.317	14.545	15.830	13.435
325.986350	57.957807	0.7450	5.027	-0.008	14.546	15.130	13.802
322.497998	57.015125	0.3077	-5.314	-4.991	14.546	15.721	13.479
324.934253	56.775760	0.6698	-0.486	-2.063	14.546	15.139	13.764
322.680226	57.803451	0.4178	-5.027	-2.864	14.546	15.794	13.450
322.984373	58.045389	2.5224	15.518	-20.104	14.546	15.097	13.845
326.270020	58.637433	0.4806	-6.690	-5.690	14.547	14.951	13.959
322.585650	56.926185	0.8655	0.402	-4.300	14.547	15.245	13.717
324.154772	56.188440	1.0174	-7.360	-1.748	14.547	15.458	13.602
326.093749	58.624747	1.4022	4.067	6.870	14.548	15.150	13.801
325.667108	58.118041	0.3861	-4.502	-2.004	14.548	15.768	13.466
325.324104	56.539479	0.1385	-3.588	-2.234	14.548	16.260	13.308
322.631371	58.328614	0.2256	-3.468	-2.912	14.548	15.793	13.457
323.681634	58.758972	4.7002	-37.505	-16.635	14.549	15.503	13.581
323.072315	58.229538	2.0993	-5.081	-8.939	14.549	15.166	13.676
324.980320	57.359808	0.5284	-3.781	-4.224	14.549	15.026	13.890
325.828690	58.369009	0.3044	-3.799	-2.545	14.549	15.628	13.525
323.756583	57.242182	1.6048	8.100	-4.447	14.550	15.209	13.764
324.570553	57.439881	1.4141	-5.999	-7.495	14.550	15.047	13.885
323.924903	57.046180	0.2371	-4.082	-3.816	14.550	15.562	13.555
322.980625	58.057129	0.7602	-0.659	-1.146	14.550	15.811	13.450
323.584276	56.306776	0.8859	-3.544	-2.936	14.550	15.074	13.858
322.921500	56.631760	0.3036	-2.595	-2.867	14.550	15.788	13.453
325.537417	57.052246	0.7730	-2.711	-3.825	14.550	14.990	13.933
326.229497	57.455184	0.4211	-0.196	-1.959	14.550	15.911	13.418
325.395997	56.479399	0.5928	-3.455	-1.275	14.551	15.344	13.675
326.846055	57.256871	0.1014	-1.989	-2.811	14.551	16.659	13.218
323.787843	56.784554	1.5134	32.127	63.971	14.551	15.121	13.692
326.507014	56.525786	0.4367	-2.474	-4.215	14.551	15.135	13.805
323.741618	57.749567	0.7605	0.887	-0.843	14.552	15.237	13.735
325.064310	56.288807	1.0128	-2.414	-0.132	14.552	15.018	13.896
323.161924	57.720047	0.9334	-4.252	8.666	14.552	15.628	13.529
324.478311	57.267358	0.6866	-2.811	-1.487	14.553	15.123	13.784
324.505638	58.372408	0.5773	0.271	-1.779	14.553	14.951	13.967
326.424056	58.508201	0.8270	-18.653	-6.095	14.553	15.450	13.614
326.126639	57.574643	1.5014	7.395	-0.972	14.553	15.147	13.808
323.521896	57.206846	1.0092	-10.842	-8.728	14.553	15.333	13.679
324.089749	57.132197	0.9809	-1.149	-2.077	14.553	15.111	13.832
325.507224	56.219077	0.6309	-4.503	-4.691	14.553	15.125	13.824
324.855490	56.176459	0.7429	-2.735	-3.692	14.553	14.991	13.942
326.484809	58.358560	0.3737	-3.455	-1.405	14.554	15.847	13.435
326.558376	56.848186	0.3691	-5.931	-5.959	14.554	15.703	13.500
325.984989	56.827634	0.7715	-2.794	-4.924	14.554	15.312	13.699
325.540258	58.720269	0.0882	-2.818	-1.553	14.555	15.838	13.452
323.700522	57.375839	0.7022	-6.578	-6.271	14.555	15.140	13.686
323.302857	58.062031	0.7240	-2.165	-4.152	14.555	15.104	13.833
323.175864	57.103065	1.3889	-11.507	-13.642	14.555	15.151	13.808
323.236325	57.289893	0.9916	5.384	-0.065	14.555	15.176	13.764
324.557304	57.456051	0.5940	-1.637	-4.453	14.556	14.971	13.956
324.191110	58.251080	1.4426	-11.154	14.036	14.556	15.199	13.777
324.054143	57.727898	0.2610	-0.635	0.224	14.556	15.771	13.476
324.241664	56.356031	0.1077	-3.251	-3.492	14.556	16.157	13.346
323.728553	56.588140	1.4848	-3.079	1.382	14.556	15.201	13.775
325.201616	56.256305	0.2454	-3.834	-4.011	14.557	15.666	13.517
322.411304	57.592287	1.3741	-1.392	-3.571	14.557	15.171	13.796
323.422804	56.657831	0.2348	-2.953	-4.596	14.557	15.800	13.448
322.852723	58.356010	0.5302	-2.997	-2.586	14.557	15.222	13.745
323.545352	56.858582	0.1869	-3.948	-2.582	14.557	15.572	13.561
322.858127	56.867603	1.6152	-3.659	-5.321	14.557	15.251	13.746
324.715732	58.489263	0.5144	-3.512	-2.743	14.558	15.328	13.669
326.780777	58.240778	0.4779	-2.445	-2.569	14.558	14.952	13.953
326.987027	58.149113	1.2379	-7.146	-7.795	14.558	15.114	13.846
326.521578	57.249958	0.3113	-5.083	-3.315	14.558	19.633	12.908
323.444252	56.459828	1.9258	25.310	-1.772	14.558	15.178	13.800
325.188637	58.482782	0.9140	-7.418	-6.612	14.558	15.381	13.641
324.086629	57.714567	0.2671	-0.180	-0.900	14.558	15.637	13.532
323.163245	57.977325	0.2571	-4.994	-1.947	14.558	15.818	13.459
325.119174	56.940786	0.6640	-1.984	-2.903	14.559	14.970	13.969
322.605330	56.802235	0.8989	-4.245	-3.328	14.559	15.168	13.798
325.483721	58.355863	0.5382	-3.268	-6.101	14.559	15.610	13.551
326.064655	58.172089	1.4028	13.812	36.935	14.560	15.082	13.869
326.346929	58.154319	0.2193	-5.540	-2.254	14.560	15.906	13.430
325.473207	56.510746	0.5889	-3.095	-3.680	14.560	15.026	13.909
324.276817	56.561582	0.4647	-2.707	-3.032	14.560	15.166	13.794
324.814959	58.385693	0.6429	-4.073	-5.012	14.560	15.037	13.889
324.520829	56.309950	2.6964	-13.931	-10.100	14.560	15.206	13.792
325.090833	57.281604	0.7154	-7.217	-3.503	14.560	15.113	13.847
322.483461	57.275878	0.4283	-2.370	-4.240	14.560	15.136	13.819
322.768307	57.202537	0.0947	-1.670	-2.209	14.561	16.744	13.209
323.999624	56.533250	0.4832	-3.803	-3.123	14.561	15.187	13.784
324.024680	58.787236	0.1755	-2.443	-2.089	14.561	15.881	13.445
323.315828	57.297722	0.4490	-2.124	-5.103	14.561	15.239	13.753
323.955343	58.275241	0.1455	-1.761	-1.794	14.561	16.088	13.373
325.611878	56.254813	0.5596	-11.919	-12.869	14.562	15.133	13.797
323.837609	57.303602	0.9434	-2.499	-5.508	14.562	15.296	13.702
323.293291	57.442656	1.1318	6.363	2.024	14.562	15.133	13.836
323.104889	57.988011	0.9729	-2.334	-0.231	14.562	15.381	13.659
323.978758	57.611873	0.6224	-4.042	-5.544	14.562	15.147	13.811
324.481065	56.768856	2.4602	14.132	13.134	14.562	15.172	13.815
323.432483	56.873200	3.0706	-43.523	-24.328	14.562	15.293	13.737
325.373515	57.012371	0.8771	-2.099	-4.312	14.563	15.063	13.890
323.381565	56.525450	0.3458	0.524	0.803	14.563	15.801	13.474
326.670356	57.799553	1.9418	-0.665	4.987	14.563	15.318	13.715
324.528085	56.213219	0.6170	-2.757	-4.264	14.563	15.538	13.572
324.281901	57.731318	0.8228	-0.621	-3.586	14.563	15.236	13.755
322.954078	57.676300	0.1537	-2.523	-2.956	14.563	16.167	13.354
325.033600	58.095288	0.3054	-4.542	-3.420	14.563	16.056	13.385
325.211986	57.342449	1.8531	0.269	-2.350	14.564	15.125	13.849
324.642767	56.727086	1.2737	-4.410	-6.091	14.564	15.078	13.870
322.772424	57.107625	0.3843	-5.069	-4.962	14.564	15.221	13.751
324.748546	56.186834	0.3052	-4.719	-5.523	14.564	15.539	13.470
326.707346	56.781468	0.3763	-2.933	-3.833	14.564	15.802	13.472
326.715687	58.159181	1.5773	-7.426	-19.595	14.564	15.151	13.825
324.990589	56.377274	0.3190	-3.628	-3.352	14.564	15.721	13.506
325.213796	57.438589	1.3714	-3.171	-5.587	14.564	15.053	13.899
326.626448	56.960485	0.7554	-5.404	-2.842	14.565	15.079	13.874
324.786950	57.454509	0.4975	2.835	3.811	14.565	15.526	13.600
325.518036	56.992018	1.5486	5.960	3.720	14.565	15.097	13.876
326.558683	58.420428	0.9896	-4.302	-5.298	14.565	15.284	13.723
324.898650	57.683654	0.6631	-2.185	-5.768	14.566	15.090	13.826
325.493625	56.997781	0.1144	-2.021	-1.428	14.566	16.403	13.295
324.829028	57.623382	2.6593	49.249	48.620	14.566	15.157	13.816
325.170379	57.695119	0.2530	-2.244	-2.283	14.566	15.838	13.463
324.497609	56.581692	0.1116	-1.337	-2.419	14.566	16.050	13.393
325.353918	56.848235	0.3525	0.671	-0.890	14.566	15.718	13.452
324.082948	56.498692	0.4461	-2.240	-3.830	14.566	15.100	13.855
324.072559	56.673296	0.6391	8.289	8.481	14.566	15.486	13.621
324.986037	58.142893	1.6214	-6.058	-5.791	14.567	15.187	13.806
325.267949	57.288402	1.4494	6.372	6.008	14.567	15.149	13.835
325.632412	58.053541	0.5006	-0.299	-0.970	14.567	15.071	13.881
322.738798	57.836079	0.6948	-4.508	-4.073	14.567	15.054	13.900
325.136506	58.289907	1.1492	5.893	2.293	14.567	15.541	13.602
324.625555	56.199760	0.2139	-3.077	-2.789	14.567	16.745	13.219
324.584383	56.925291	0.2052	-2.217	-1.893	14.567	15.902	13.443
325.340923	57.715492	0.2770	-5.346	-3.743	14.568	15.976	13.416
324.834906	58.019529	0.1182	-2.286	-1.473	14.568	16.032	13.400
323.255581	57.359644	0.1472	-2.790	-2.731	14.568	15.495	13.611
325.373318	57.105877	1.0640	0.271	0.172	14.568	15.104	13.827
325.941797	56.363962	0.4456	-2.634	-3.456	14.569	15.800	13.481
326.082010	57.101369	0.7779	-6.600	-9.381	14.569	15.302	13.723
325.163791	56.232390	0.8061	-4.440	-1.181	14.569	15.047	13.919
323.785702	58.590159	0.3734	-3.376	-4.622	14.569	15.044	13.906
325.232305	58.748576	0.0863	-3.005	-1.699	14.569	16.553	13.263
323.341151	56.828432	2.8820	-6.897	-7.502	14.570	15.212	13.783
325.219382	56.203153	-0.1973	-3.238	-2.676	14.570	15.507	13.400
326.307989	57.378141	1.6615	-12.265	-27.159	14.570	14.578	14.515
323.091086	58.090573	1.3142	7.415	3.045	14.570	15.205	13.798
324.421916	58.769028	1.8826	-21.796	-18.146	14.570	15.248	13.772
324.671155	57.444953	0.1524	-1.329	-2.625	14.570	16.051	13.394
325.819413	56.575214	0.3876	-4.762	-2.564	14.571	15.772	13.493
323.534710	56.574202	0.3432	-5.905	-4.879	14.572	15.698	13.528
323.928328	56.688470	1.0958	-4.315	-9.929	14.572	15.303	13.730
324.757723	56.251817	0.3410	-3.062	-1.366	14.572	15.734	13.501
323.778368	58.633734	0.3247	-6.278	-3.951	14.572	15.652	13.550
327.176883	57.807785	0.1520	-2.653	-2.010	14.572	16.595	13.255
324.823006	58.197296	1.2741	0.569	0.830	14.572	15.185	13.812
322.473216	57.670615	0.3859	-7.734	-3.504	14.572	15.797	13.491
324.010963	57.234703	1.6382	2.850	4.235	14.573	15.128	13.865
323.676697	57.605079	0.2016	-2.414	-2.578	14.573	15.867	13.460
324.562210	56.762797	0.1011	-1.975	-2.239	14.573	16.103	13.387
326.073134	58.653127	0.1734	-3.243	-2.805	14.573	15.772	13.498
325.479024	57.744953	0.3288	-5.405	-4.495	14.574	15.826	13.477
324.532939	58.726488	1.0278	2.840	13.567	14.574	15.512	13.587
327.044836	57.137400	0.1109	-1.996	-2.586	14.574	16.522	13.277
322.991740	57.934709	3.1236	-8.686	-0.662	14.574	15.269	13.771
325.556645	57.500458	0.4250	-2.149	-4.149	14.574	15.880	13.456
323.432425	56.588308	0.4097	-4.223	-6.377	14.575	15.563	13.593
323.766884	58.702726	0.0102	-1.901	-1.571	14.575	17.322	13.145
324.582249	56.985902	0.3289	-3.508	-2.304	14.576	15.613	13.570
323.908189	56.810905	1.0730	4.040	4.601	14.576	15.163	13.832
327.057340	57.363913	1.5479	10.732	1.074	14.576	15.128	13.866
323.095044	58.418804	0.6876	-4.895	-5.730	14.576	15.071	13.908
323.690107	58.699451	0.4362	1.013	0.647	14.576	15.599	13.580
322.163302	57.361702	0.2859	-4.615	-4.979	14.576	15.717	13.524
326.760399	58.309643	0.2170	-4.599	-4.038	14.576	15.679	13.532
324.232974	57.562092	0.4273	-0.460	-1.408	14.576	15.278	13.747
324.152825	58.425157	0.1195	-1.689	-0.547	14.576	16.147	13.377
324.043677	56.623776	1.2777	2.784	-1.821	14.577	15.234	13.781
324.412814	57.245125	0.8369	-1.716	-1.682	14.577	15.050	13.918
322.458108	57.188886	0.5106	-7.445	-4.434	14.577	15.498	13.627
