ra	dec	plx	pmra	pmdec	G	BP	RP
324.989264	57.829311	1.6511	-15.864	-11.302	12.342	12.909	11.615
325.058545	56.312908	1.3477	6.498	1.306	12.343	12.702	11.811
322.809251	57.636151	1.8840	5.431	6.789	12.343	12.901	11.629
323.263501	57.048586	2.5620	5.014	-1.171	12.345	12.664	11.860
324.428842	57.608732	1.0906	-2.615	-4.615	12.345	12.947	11.594
323.810364	57.116435	0.3871	-0.781	-1.934	12.345	13.630	11.242
325.003383	56.913495	0.8054	-5.133	-5.976	12.346	12.645	11.875
323.443672	56.941906	1.7161	3.735	-1.374	12.346	12.675	11.846
325.148850	56.844315	0.9176	-0.246	-6.606	12.346	12.629	11.895
325.005024	57.714731	0.7101	-0.663	-4.735	12.347	13.294	11.392
326.267219	56.950018	1.2237	-5.593	-4.044	12.347	12.675	11.843
324.352200	57.405304	0.9639	1.001	-7.996	12.348	13.258	11.406
326.393546	57.275967	0.6664	-3.683	-7.157	12.349	13.222	11.431
326.221891	56.581811	0.6706	-0.895	-0.616	12.350	13.143	11.477
325.094556	56.357771	0.6332	2.383	-5.408	12.350	13.127	11.490
323.718702	58.574364	0.8428	-4.007	-8.281	12.353	12.777	11.742
324.776994	56.938573	0.2132	-4.125	-3.431	12.353	14.935	10.943
326.821529	57.407485	2.3493	-16.418	-8.792	12.354	12.851	11.674
323.743283	57.910105	1.1063	2.472	1.203	12.354	12.739	11.791
324.851415	56.442102	0.5292	-6.018	-4.427	12.355	13.674	11.242
324.696809	57.283102	0.6804	-9.393	-9.298	12.357	13.183	11.462
323.808436	57.823969	0.5811	-0.098	-2.136	12.357	13.822	11.191
324.731971	57.509325	0.5798	-7.737	-10.120	12.360	13.325	11.391
325.095302	57.591924	0.6885	0.559	-9.473	12.361	13.161	11.486
325.192626	56.540226	0.5525	-2.897	-4.215	12.361	12.684	11.856
325.253451	58.710843	1.1742	1.393	6.305	12.361	12.834	11.712
322.491311	57.383118	0.3063	-4.880	-5.770	12.361	15.244	10.902
325.411307	57.923990	1.5134	2.471	5.432	12.362	12.784	11.765
324.767129	57.067832	1.7575	3.927	-1.408	12.362	12.694	11.861
325.410050	57.543208	0.8725	1.895	1.565	12.364	12.652	11.906
326.078143	57.294335	0.1477	-3.811	-2.272	12.365	13.184	11.462
325.814548	57.536345	0.4788	-4.403	-2.621	12.366	14.436	11.051
323.038485	57.130701	0.8070	6.318	2.450	12.366	13.348	11.391
323.811517	58.548498	1.2873	-1.368	-3.268	12.367	13.164	11.491
322.642849	57.591556	0.9216	1.621	-1.382	12.367	13.857	11.194
326.723283	57.615205	1.7385	-4.594	-10.693	12.368	12.810	11.746
323.841149	58.195731	0.5263	-3.967	-4.740	12.368	15.841	10.842
326.146989	56.654952	0.2577	-3.019	-2.070	12.369	14.835	10.983
323.005334	57.230204	2.3607	6.837	1.940	12.369	12.707	11.841
324.987440	57.211683	0.6849	6.131	-1.243	12.369	13.204	11.474
324.002141	56.241568	0.3612	0.732	-0.853	12.371	15.556	10.894
324.361328	58.243694	2.4543	3.075	-1.482	12.372	12.710	11.865
323.339131	57.963918	2.8324	20.813	1.477	12.373	12.708	11.872
322.580914	57.967822	0.3085	-3.496	-4.212	12.373	15.336	10.913
325.648327	57.771642	1.1436	-6.011	-6.072	12.375	12.608	11.992
325.591525	58.670338	0.7780	-5.194	-7.910	12.378	13.252	11.456
325.574077	58.761558	1.1601	-2.327	-2.349	12.379	12.696	11.883
327.059445	57.190097	0.8932	1.705	-2.651	12.380	13.307	11.432
326.076213	56.471071	0.6663	-2.669	-1.849	12.381	13.323	11.428
322.940633	56.647973	0.3475	-3.998	-5.456	12.382	14.334	11.086
326.430537	56.573773	0.3860	0.068	0.228	12.382	14.286	11.101
324.409076	58.492380	3.3728	11.693	5.144	12.382	12.857	11.733
326.249122	56.772527	0.2737	-3.884	-2.719	12.384	14.780	11.006
326.830188	57.388784	0.5009	-3.355	-5.192	12.384	13.617	11.301
324.583207	57.365425	3.6925	11.314	6.967	12.384	12.775	11.814
325.570305	56.880638	1.6036	-8.370	0.172	12.385	12.753	11.841
324.994594	57.831137	1.0042	-5.022	-3.323	12.386	12.659	11.936
325.969825	56.600467	0.7768	0.917	2.366	12.387	13.337	11.426
324.989651	57.706144	1.2179	3.316	-0.385	12.388	12.805	11.795
324.577292	57.594472	0.5242	-2.925	-5.267	12.388	13.175	11.457
325.964038	58.041086	0.5910	-1.587	-1.614	12.390	12.699	11.897
324.120666	58.847713	2.4298	-5.855	-3.250	12.390	12.752	11.856
324.071741	57.958012	2.1436	-5.991	-14.318	12.391	12.819	11.785
322.921019	57.461213	2.0783	10.030	2.563	12.394	12.770	11.843
324.761159	58.657128	0.3259	-2.204	0.095	12.396	14.808	11.016
323.518764	56.431602	0.6641	-4.757	-4.802	12.397	12.764	11.844
322.943779	58.014054	0.4919	2.551	-5.833	12.397	14.034	11.182
322.608069	57.367052	0.4333	-4.199	-4.526	12.399	14.037	11.183
322.600768	57.935299	0.7395	-0.720	-3.664	12.399	12.855	11.758
326.526725	57.282245	0.3812	-3.939	-5.102	12.400	14.430	11.092
325.429017	57.677216	0.6772	-2.088	-3.932	12.400	13.320	11.459
325.252643	57.680644	2.8705	0.854	-12.559	12.401	12.812	11.825
324.718794	56.363615	4.7697	9.201	2.508	12.401	12.836	11.804
327.216298	57.506084	1.2789	4.256	5.786	12.404	12.912	11.725
326.616766	56.914480	0.6917	-8.930	-12.385	12.404	13.381	11.426
324.258418	58.404803	0.9561	5.194	-0.620	12.405	12.905	11.728
323.293460	57.367241	0.2587	-6.867	-4.198	12.407	13.871	11.243
325.364555	57.218766	0.6038	-0.861	-4.031	12.407	13.275	11.489
323.342762	57.998782	0.5034	0.283	-4.803	12.408	13.977	11.213
323.201259	57.270627	1.0494	-3.793	-3.261	12.409	12.670	11.979
323.789991	57.200444	2.6934	0.443	-10.055	12.410	12.771	11.877
324.747947	57.614059	1.2377	0.415	-2.912	12.410	12.921	11.734
322.416094	57.375457	0.5325	-2.880	-1.191	12.410	13.749	11.290
326.030409	58.530046	0.8824	-3.779	-4.458	12.412	13.326	11.471
325.227422	57.012490	1.8225	0.589	-12.825	12.412	12.852	11.796
324.836180	58.129449	3.1614	-8.698	-10.958	12.412	12.771	11.884
322.753443	57.937374	0.2583	-3.060	-3.178	12.413	14.464	11.097
324.209139	57.318643	0.1515	-4.576	-2.545	12.413	14.534	11.091
323.130082	58.505031	0.7502	2.534	-1.621	12.415	13.409	11.435
324.637827	56.792993	0.2983	-5.354	-4.722	12.417	14.822	11.030
324.660669	57.677477	1.8416	13.668	0.128	12.418	13.066	11.609
322.513021	56.950507	2.6216	35.684	6.196	12.418	12.751	11.912
325.619172	58.385685	2.6323	10.666	-24.664	12.419	12.792	11.874
325.206929	56.629891	1.3930	2.835	-13.531	12.420	12.889	11.739
324.004274	58.483713	0.5343	-4.722	-3.401	12.421	13.387	11.449
324.977825	58.560959	0.9805	-3.749	-4.337	12.422	13.013	11.654
325.399801	57.531434	0.6000	0.066	-5.082	12.422	13.421	11.439
323.349782	58.651152	0.7379	-8.243	-8.295	12.424	13.364	11.469
326.094134	58.172427	3.2821	-2.163	-13.761	12.424	12.857	11.823
323.017452	58.314969	0.7442	-2.570	0.756	12.426	13.378	11.467
322.901854	58.372790	0.2401	-1.261	-2.850	12.427	14.894	11.037
326.235586	57.496701	3.1801	-12.505	-20.383	12.427	12.854	11.831
325.738977	57.512632	0.8228	-4.426	-3.408	12.429	13.421	11.451
324.905773	58.014028	0.4217	-1.604	-3.755	12.431	13.775	11.308
323.940674	57.222228	1.3199	-1.231	-7.237	12.431	12.719	11.980
324.943796	58.792014	0.7485	-0.134	-3.665	12.431	13.859	11.281
326.145103	58.586496	0.5310	-5.462	-3.793	12.432	13.460	11.434
325.054623	56.379740	0.5597	-1.940	-0.401	12.432	13.390	11.469
324.318978	58.535749	0.8719	-2.152	-0.709	12.433	13.481	11.425
323.192355	57.668976	0.3646	-4.429	-4.082	12.437	14.567	11.107
324.191071	58.560999	0.1772	-2.509	-1.854	12.438	15.273	10.985
322.738795	58.338107	3.3723	11.240	2.521	12.439	12.790	11.902
325.111250	56.225729	0.6348	-3.859	-4.387	12.439	13.314	11.520
323.147005	56.472667	2.4702	-5.306	-12.391	12.442	12.806	11.908
326.965652	56.814826	1.6052	3.488	-2.156	12.443	12.812	11.895
326.954337	58.252685	1.1565	4.449	-0.500	12.444	13.099	11.662
322.855055	58.112010	1.1388	-3.641	-3.394	12.445	12.797	11.917
326.568266	56.592500	0.2621	-2.468	-2.313	12.447	14.136	11.219
324.516376	57.609823	0.9554	2.067	-2.473	12.448	13.303	11.532
323.882558	56.606698	0.5367	-2.961	-3.089	12.448	13.843	11.305
325.577761	56.306716	3.8390	-1.224	-14.559	12.450	12.938	11.803
326.245873	57.829072	0.5648	-2.514	-5.052	12.453	13.516	11.437
324.358421	57.600468	1.0978	0.798	-2.260	12.454	12.744	11.995
324.879061	58.906180	1.1875	3.451	-0.031	12.455	13.363	11.515
323.158006	58.531028	0.7904	-5.316	-3.632	12.456	13.339	11.533
327.067325	57.315272	1.5153	-2.521	-8.359	12.456	12.888	11.848
324.019172	57.299634	2.9421	-22.116	-16.166	12.456	12.846	11.892
326.250160	56.822993	3.2533	10.821	4.247	12.457	12.917	11.828
325.396954	57.395311	1.7551	2.072	-2.350	12.457	12.834	11.894
325.448467	56.345198	0.1074	-2.418	-1.944	12.458	14.184	11.225
324.651719	57.715275	0.5217	-1.882	-2.016	12.458	13.376	11.511
323.255733	57.229057	1.3767	-4.310	-12.074	12.459	12.772	11.975
327.031697	57.984100	0.4004	0.471	-2.876	12.462	14.306	11.197
325.278063	58.278719	0.8568	-1.946	-2.623	12.463	12.776	11.968
322.315554	57.348873	1.0612	-2.728	-3.108	12.463	12.931	11.805
324.054966	58.061687	0.1378	-2.420	-2.314	12.463	12.990	11.758
327.116249	57.984012	0.1712	-2.919	-2.316	12.464	13.089	11.683
322.378115	57.889900	0.9573	3.737	0.396	12.464	13.668	11.391
326.704554	58.271371	1.0346	-3.472	-3.464	12.466	12.682	12.099
323.047826	58.393821	0.2880	-4.446	-3.076	12.466	13.909	11.311
324.471380	57.033240	1.0198	-3.149	-0.477	12.469	13.266	11.595
326.010594	56.405260	2.3784	-14.894	-4.024	12.470	12.878	11.891
322.667372	57.211434	0.2723	-2.506	-2.520	12.471	14.380	11.184
324.942009	57.927973	0.8214	-3.087	-3.098	12.473	13.505	11.469
324.241654	58.685540	0.1099	-3.419	-3.739	12.474	15.058	11.066
325.375461	57.825461	1.4798	-14.647	-8.979	12.474	12.839	11.936
326.205866	58.442105	3.5448	-31.145	-19.626	12.478	12.562	11.543
323.850283	57.181404	0.8108	8.256	7.064	12.481	13.396	11.533
323.073823	58.184091	2.6383	11.438	2.579	12.481	12.894	11.899
326.292718	58.296185	0.9243	3.514	-0.129	12.482	13.323	11.568
324.571682	58.514722	1.0889	-3.702	-6.399	12.483	12.712	12.103
324.912099	57.741691	0.5694	-2.995	-6.506	12.484	13.249	11.629
326.004839	58.258873	1.4857	10.757	1.144	12.485	12.946	11.849
323.266713	58.316393	1.0999	-1.529	-3.661	12.485	12.750	12.055
325.701500	57.792762	0.6218	-2.209	-3.506	12.485	13.311	11.590
323.053516	58.240565	1.9083	1.833	1.305	12.488	12.898	11.903
325.657625	57.985498	3.1698	-1.574	-17.871	12.490	12.921	11.889
326.831483	57.237124	0.7627	-0.240	-2.420	12.490	13.448	11.526
324.057009	56.636540	0.3185	-4.811	-5.200	12.490	15.109	11.074
327.143144	57.617936	0.3207	-3.609	-3.642	12.492	15.975	10.993
324.946488	56.374259	2.8771	1.414	-8.649	12.494	12.863	11.952
322.581689	58.194668	0.2444	-4.838	-4.564	12.496	14.320	11.231
326.506294	56.735397	2.1777	7.958	7.826	12.496	12.987	11.837
325.914309	58.561862	1.7433	-18.404	-10.719	12.497	13.099	11.747
322.897131	58.461992	0.6946	1.186	-0.072	12.498	13.330	11.603
324.361756	56.946175	0.4730	-2.669	-2.230	12.498	13.495	11.514
326.874599	56.758746	6.7796	0.443	-28.083	12.498	13.120	11.750
325.350281	57.425116	2.7111	-2.943	-3.338	12.500	12.903	11.929
325.528849	57.423420	3.2906	36.492	-5.477	12.501	12.933	11.905
326.127758	56.972378	0.8086	-3.454	-3.835	12.503	12.743	12.100
324.929857	57.341542	0.1378	-2.460	-2.212	12.504	13.077	11.758
326.947021	58.024721	1.1006	-5.423	-3.456	12.506	12.759	12.096
324.985466	56.637877	0.2856	-1.963	-2.747	12.506	13.871	11.371
323.470359	57.339591	0.3363	-3.503	-3.548	12.507	12.989	11.841
327.075087	58.104209	4.4610	-33.793	-67.879	12.508	12.975	11.847
325.532735	58.700138	0.7344	4.704	-0.525	12.508	13.473	11.540
322.610975	56.965586	0.9571	-3.290	-3.528	12.509	12.917	11.914
326.028931	56.848418	0.6435	-4.598	-4.228	12.510	13.351	11.602
325.354626	57.615820	1.4920	-2.131	-9.193	12.511	12.890	11.957
326.168960	56.843701	0.7036	-3.637	-3.875	12.513	12.954	11.890
324.955936	56.417576	0.4653	-4.595	-3.819	12.514	12.854	11.991
325.551567	58.654481	4.6993	43.632	6.566	12.515	13.000	11.871
326.763170	57.423033	1.0413	3.114	0.205	12.517	12.932	11.915
324.032150	57.343000	1.2986	8.663	5.555	12.520	13.290	11.665
323.241106	57.458094	1.1504	-5.462	-3.708	12.521	12.886	11.938
322.435754	57.653929	0.7901	-1.435	-2.849	12.523	12.892	11.967
322.689092	57.196259	1.4179	-15.403	-18.167	12.525	13.237	11.708
322.291094	57.333345	1.0123	-11.353	-5.713	12.526	13.725	11.454
325.803920	58.603186	1.2965	-15.138	-10.385	12.529	13.050	11.844
325.633374	57.899083	1.2092	-4.701	-6.030	12.530	12.906	11.978
323.567005	58.284431	0.4451	-0.431	-1.122	12.532	13.984	11.374
325.781726	56.699383	0.9087	8.783	4.117	12.532	13.443	11.591
324.685353	57.975585	1.0784	-2.291	-4.056	12.535	13.393	11.620
325.941645	58.720349	0.6283	-2.226	-4.930	12.535	12.801	12.098
325.637445	57.990165	1.0158	-7.471	-0.311	12.535	13.519	11.560
325.361590	56.277334	0.3456	-3.248	-2.649	12.536	12.965	11.917
324.679786	57.155809	0.1189	-2.603	-2.274	12.536	14.054	11.353
325.695635	57.743921	0.5798	-1.349	-2.702	12.537	12.866	12.024
326.014397	58.092603	0.2914	-3.722	-3.116	12.538	13.921	11.402
325.690916	58.285933	1.2972	-5.228	-6.807	12.538	12.818	12.093
322.542312	56.890347	0.9719	-5.987	-6.283	12.539	13.698	11.483
324.208852	58.102270	0.9240	-1.767	-2.064	12.539	13.065	11.843
324.400686	58.349788	0.2694	-3.594	-3.961	12.539	14.011	11.373
325.330836	56.981075	1.1203	-5.790	-5.008	12.540	12.845	12.059
325.737531	58.598081	1.0259	-1.913	-4.618	12.540	12.811	12.112
327.053518	57.304373	0.0000	0.000	0.000	12.541	12.728	11.599
322.849141	57.159759	0.3342	-0.681	-1.264	12.542	14.952	11.155
325.884915	56.678724	0.1816	-2.329	-2.572	12.544	15.361	11.113
324.378603	57.309264	1.4030	-7.977	-13.972	12.544	12.986	11.931
324.700660	57.780883	0.6885	-2.630	-0.556	12.545	13.477	11.599
322.491143	57.384982	0.8386	-5.903	-16.110	12.545	13.593	11.536
323.311772	58.588138	1.2505	-9.569	-4.060	12.545	12.967	11.944
324.727933	58.260751	0.8153	1.184	-4.878	12.548	13.585	11.535
325.330211	56.542327	0.7301	-0.218	-0.977	12.548	13.434	11.621
325.382748	57.308076	1.2388	-3.381	-2.641	12.549	12.930	11.992
324.348806	56.430830	0.7199	-4.366	-5.098	12.551	13.520	11.576
322.893523	56.656984	0.0718	-3.000	-2.953	12.554	15.174	11.152
323.213651	56.454076	0.4505	-3.223	-2.631	12.554	13.103	11.830
324.166699	56.328895	0.1514	-3.704	-3.629	12.559	15.886	11.042
325.783325	58.605024	2.1266	-13.116	-10.756	12.559	13.053	11.890
324.779518	56.419923	0.3825	-4.602	-3.980	12.561	14.020	11.401
326.611917	57.037219	0.7762	-1.272	-2.684	12.562	12.925	12.011
326.721937	58.094612	2.1175	-2.709	-4.521	12.562	13.017	11.934
324.971516	56.334742	1.4052	10.770	5.778	12.566	12.987	11.972
324.140741	56.799081	2.1334	3.713	-4.561	12.567	13.021	11.941
324.895641	56.954717	1.0452	4.468	-4.279	12.569	13.338	11.713
326.150254	57.583658	2.7137	-4.355	-15.345	12.569	13.013	11.953
325.993523	58.080877	0.6662	-3.756	-3.191	12.569	13.567	11.583
326.042434	56.640818	0.7268	-2.396	-6.187	12.570	13.516	11.612
323.976990	57.039839	0.5988	-4.973	-7.308	12.571	13.517	11.612
325.551568	58.225722	2.1849	-0.046	-1.661	12.572	13.018	11.952
322.907569	58.025006	0.1723	-2.489	-2.295	12.577	14.378	11.323
323.033054	57.292714	0.8464	-15.277	-8.291	12.577	13.497	11.626
323.453160	57.298592	0.7055	-1.368	-1.016	12.578	13.031	11.939
325.097475	57.855581	1.3366	-4.490	-1.801	12.579	13.060	11.921
324.877758	58.399645	0.3316	-4.051	-3.924	12.580	16.801	10.990
324.867786	57.854963	0.9631	-4.201	-4.093	12.581	12.907	12.075
324.650620	58.597647	0.7145	-3.759	-3.148	12.583	13.469	11.657
323.384358	57.592415	4.1488	9.786	9.458	12.583	13.030	11.976
325.204446	56.454847	2.8808	6.056	-0.947	12.585	13.041	11.963
323.977442	57.673410	1.7815	2.507	-0.078	12.587	13.122	11.886
322.609266	57.335095	1.3330	4.303	7.744	12.588	13.138	11.878
324.614268	56.638134	1.1388	-8.372	-18.691	12.588	13.327	11.749
324.675605	58.002681	0.6038	-2.866	-8.146	12.588	14.455	11.319
324.211327	57.519617	1.0137	-3.294	-4.753	12.596	13.824	11.503
323.812492	56.974499	1.9098	2.037	2.935	12.598	13.026	11.994
323.191477	56.690711	2.8692	-20.992	27.158	12.599	12.965	12.059
323.655285	58.390661	5.3011	39.725	29.874	12.599	13.119	11.926
325.624163	57.490609	1.5229	1.492	1.566	12.599	12.935	12.092
325.998349	58.360481	1.6487	-6.336	-5.815	12.600	13.008	12.011
324.197953	56.893721	0.6287	-2.151	-4.334	12.600	13.405	11.716
323.553043	57.246020	1.0691	-1.273	-5.231	12.600	12.963	12.060
326.273985	57.788421	1.3932	2.644	0.827	12.601	13.068	11.959
323.105138	56.871393	0.8222	-2.088	-3.442	12.601	13.710	11.566
327.269234	57.280328	0.6323	-4.709	-6.919	12.602	13.968	11.469
326.855267	57.520311	2.6547	-6.350	-2.043	12.602	13.033	11.996
325.778020	57.404336	2.7928	-8.049	-0.348	12.602	13.069	11.965
324.561500	58.091014	1.1015	-2.631	-3.853	12.603	13.320	11.772
324.575525	57.760674	2.1990	15.767	-8.644	12.604	12.983	12.050
326.257931	58.625890	0.3264	-3.374	-3.010	12.604	13.940	11.482
325.387592	56.928345	2.0495	-7.243	-6.915	12.606	13.030	12.008
323.294265	56.970896	1.1544	-6.515	-8.355	12.608	13.175	11.884
322.540436	57.333122	0.2988	-4.821	-3.734	12.608	16.491	11.070
323.978345	57.631290	1.1525	-2.250	-3.184	12.608	12.894	12.153
326.296083	57.545004	1.1243	4.409	2.595	12.610	13.158	11.903
326.131060	56.947001	10.7273	50.261	33.822	12.610	13.484	11.655
323.843084	57.731192	1.5509	0.508	4.702	12.610	13.074	11.969
324.822075	56.363216	3.2149	3.694	-4.350	12.611	13.003	12.044
325.574061	57.457434	0.6572	-5.962	-2.595	12.611	13.583	11.639
325.208384	56.515186	0.0928	-2.725	-2.417	12.611	13.330	11.759
324.688010	58.075069	1.2368	-3.414	-5.272	12.620	13.063	12.001
324.408625	58.494956	1.2991	-9.390	-5.668	12.620	13.009	12.056
324.741944	56.823342	0.1071	-2.535	-1.954	12.623	13.263	11.820
324.248911	57.573196	1.4213	-9.168	-8.572	12.624	13.101	11.973
324.237083	58.508454	0.1756	-2.778	-2.764	12.624	13.796	11.560
326.138867	57.948577	2.6927	12.845	8.617	12.624	13.090	11.920
325.094112	58.828834	0.8905	-10.526	-11.254	12.624	13.611	11.650
323.363499	56.847808	0.8905	-0.746	2.103	12.625	12.983	12.079
323.350862	58.164705	1.0786	-3.584	-3.964	12.626	13.345	11.797
325.225695	57.661721	0.7306	-4.585	-4.447	12.627	12.844	12.236
324.434326	56.562627	1.4458	1.116	-0.283	12.629	13.003	12.082
327.143741	57.941244	1.1562	-4.787	-6.990	12.630	12.918	12.173
324.846449	57.170297	4.4892	-16.298	3.389	12.633	13.091	12.012
322.484328	57.337443	0.7267	-0.878	-3.634	12.634	13.066	12.014
323.066347	58.531309	0.3948	-2.013	-1.429	12.635	14.898	11.279
326.539145	57.643354	1.4252	-4.777	-7.700	12.636	13.466	11.746
324.608602	56.671497	5.1874	-13.969	-0.325	12.637	13.178	11.950
322.673583	58.042552	1.1326	-4.201	-2.871	12.637	12.975	12.122
325.063343	57.621182	0.9716	-3.654	-3.064	12.638	12.850	12.276
325.341292	57.136110	1.0003	-12.415	-9.149	12.638	13.407	11.782
325.124009	57.560672	0.5650	-1.856	-1.853	12.639	12.911	12.198
324.512098	58.281346	2.5148	36.050	-2.282	12.641	13.095	12.000
323.808881	58.812998	0.5802	-1.108	-1.080	12.642	13.028	12.067
325.725786	56.801241	3.2136	30.310	16.644	12.642	13.098	12.024
324.454523	58.123629	2.3464	-2.995	-6.002	12.643	12.990	12.125
325.010141	57.384848	1.2393	-0.708	-9.744	12.644	12.988	12.128
326.297340	57.733285	3.0183	13.023	0.770	12.645	13.115	12.003
323.537523	57.567089	1.4936	8.678	4.395	12.645	13.154	11.968
324.111717	57.506740	1.1445	0.847	-2.259	12.646	12.927	12.196
323.602662	56.791172	0.2880	-2.544	-2.863	12.647	13.701	11.635
324.836228	57.827079	2.6504	5.924	-0.667	12.647	12.524	11.537
325.947816	57.069680	2.0779	1.087	0.807	12.647	13.060	12.057
323.985748	58.022625	1.0887	-1.625	-3.973	12.649	12.914	12.220
322.558863	57.443585	0.2917	-3.609	-3.425	12.650	16.626	11.115
323.698429	57.247658	0.2407	-2.960	-4.592	12.651	14.423	11.407
325.834867	57.706071	0.6465	-0.358	-2.233	12.652	13.630	11.679
322.998853	57.937219	3.1433	-8.813	-0.770	12.652	13.044	12.091
323.331559	58.475518	1.3028	7.234	-6.857	12.652	13.196	11.946
327.114207	57.122928	0.7997	-1.438	-3.391	12.653	13.026	12.099
325.024649	57.713608	3.5556	12.863	4.381	12.653	13.065	12.073
324.892616	56.990800	6.0907	33.781	-7.076	12.655	13.181	11.977
322.765316	57.949521	1.1358	-4.275	-3.123	12.655	13.004	12.128
324.307298	56.441536	0.7400	2.393	0.153	12.656	13.624	11.687
326.097202	56.424131	0.6513	-0.523	-1.921	12.658	13.493	11.759
325.032425	56.810776	0.5923	-1.459	-3.003	12.658	12.993	12.146
325.166401	58.634229	0.9899	-0.598	-4.739	12.659	13.613	11.698
322.473431	58.166909	2.5813	-3.529	-10.751	12.662	13.084	12.067
326.192173	58.489235	0.7041	-9.114	-6.979	12.663	13.563	11.731
325.800259	57.181569	1.5821	3.401	0.547	12.665	13.116	12.040
324.835110	56.980404	1.0899	1.046	-3.501	12.666	13.114	12.043
324.034956	57.230973	0.2064	-2.794	-3.195	12.666	14.450	11.409
323.895241	56.954607	3.4001	-9.156	-22.111	12.668	13.097	12.077
325.225988	58.317840	0.8638	-5.881	-10.765	12.669	13.739	11.650
322.369329	57.662520	0.8978	-6.652	-3.778	12.669	13.913	11.580
324.729532	56.417640	1.2079	-4.546	-0.813	12.670	13.598	11.721
326.526923	57.085396	1.5413	-9.442	-17.430	12.672	13.175	11.999
323.492270	58.518376	1.0890	-1.855	-4.224	12.673	12.971	12.202
322.787418	57.479160	0.3688	-6.688	-4.317	12.674	14.159	11.500
325.040810	58.510930	1.3294	-4.462	-6.005	12.675	13.142	12.028
323.375318	56.936554	0.1593	-4.063	-2.506	12.677	14.295	11.466
326.761356	58.145589	1.4590	-5.636	-5.089	12.679	13.091	12.091
324.984659	57.121144	0.3450	-1.076	-0.486	12.680	13.886	11.606
324.258188	56.702691	0.3556	-3.316	4.464	12.682	14.137	11.523
326.441089	56.965253	0.7209	-1.125	-4.725	12.685	13.720	11.683
322.636485	57.244016	1.4452	-2.898	-11.167	12.687	13.161	11.990
322.611420	57.443566	1.1833	0.452	-0.563	12.687	13.086	12.109
323.968245	56.997264	0.6765	5.816	3.979	12.689	13.676	11.704
326.470088	58.200473	1.9520	-5.031	-0.179	12.692	13.159	12.053
323.528784	58.149970	1.7557	-2.743	-8.934	12.692	13.111	12.102
324.887775	56.121838	1.1644	2.599	-1.714	12.693	12.972	12.250
324.424235	57.492799	0.6931	-1.115	-1.324	12.693	13.127	12.080
326.913284	57.096030	2.2821	-5.605	-12.263	12.694	13.155	12.060
325.314167	57.758306	1.1356	-2.717	-2.953	12.695	13.253	11.975
322.283788	57.994768	0.2234	-3.683	-4.152	12.696	14.241	11.511
325.078685	56.843202	0.4790	-3.377	-1.988	12.698	13.768	11.682
322.834387	56.958336	0.5962	-1.140	-1.346	12.698	13.762	11.680
325.809063	56.614117	0.6840	-13.506	-1.576	12.700	13.581	11.774
322.916218	57.425424	0.6740	0.769	-1.220	12.701	13.545	11.797
324.600919	57.556195	0.7551	-2.364	-3.728	12.702	13.008	12.222
325.857802	58.636165	1.4230	-7.194	2.436	12.702	13.473	11.846
322.988270	57.047844	0.1029	-2.120	-2.471	12.702	14.232	11.512
323.066851	57.665280	0.1512	-2.297	-1.991	12.705	13.070	12.148
324.842998	57.530205	1.0374	-3.686	-2.573	12.706	12.953	12.237
323.189848	58.292886	0.3525	-4.667	-6.141	12.707	14.162	11.547
325.756060	58.397718	0.7651	-1.000	-1.894	12.708	13.891	11.638
325.627422	57.336984	1.0283	-1.917	-4.775	12.709	13.178	12.009
323.805300	56.776620	0.5076	-5.032	-6.324	12.710	13.866	11.656
323.001632	57.931360	1.1023	-4.169	-2.903	12.710	12.988	12.266
325.858580	56.368134	1.5251	1.858	3.156	12.710	13.139	12.092
324.336659	57.759510	1.4394	10.445	5.456	12.711	13.319	11.906
324.572171	57.522761	1.2638	-2.557	-4.568	12.712	13.629	11.769
324.127774	57.323696	1.2022	-3.206	-8.041	12.715	13.037	12.221
325.339188	58.231745	1.0482	-2.946	-4.697	12.717	13.052	12.200
325.189071	56.267115	0.2190	-4.405	-3.003	12.718	14.232	11.531
323.938167	58.430346	0.8571	5.930	9.966	12.718	13.779	11.705
324.002898	56.302865	0.4576	0.533	-3.646	12.718	13.984	11.622
323.954570	58.758930	1.8028	0.323	-11.725	12.720	13.471	11.874
323.181420	58.495901	1.2023	6.680	-6.569	12.721	13.575	11.818
323.982852	56.836946	3.1174	-2.650	19.467	12.721	13.153	12.127
325.609558	56.855584	1.8643	-1.183	-3.470	12.721	13.209	12.063
322.541614	57.597094	1.3385	-7.576	-10.118	12.724	13.142	12.127
323.460573	57.610552	1.3104	0.195	5.957	12.724	13.249	12.034
322.402790	57.995235	1.9190	-4.404	-6.212	12.725	13.313	11.985
324.762095	56.819373	0.3031	1.723	-1.206	12.725	14.197	11.560
326.248725	56.806683	1.3964	-3.220	-3.666	12.725	13.227	12.051
324.704421	58.492279	0.1028	-2.755	-2.031	12.726	14.644	11.440
322.954828	58.540950	0.9330	-0.253	-2.434	12.727	13.242	12.042
323.925342	58.125258	0.1202	-2.486	-2.324	12.727	13.348	11.953
324.385361	57.766914	0.8721	-0.215	-2.499	12.727	13.688	11.758
325.427820	56.458580	0.7785	-1.033	-2.811	12.729	13.214	12.062
322.973031	57.827990	1.2988	-1.500	5.822	12.729	13.223	12.061
322.752945	56.911095	0.2362	-1.878	-2.012	12.729	14.313	11.531
